kung pao chicken,0.0001167855,0.0085575245,0.9901754387
egg drop soup,0.0000830507,0.0060855877,0.7566547450
pork fried rice,0.0000534121,0.0039138041,0.8039889458
authentic chinese food,0.0000533990,0.0039128415,0.8734109233
chicken fried rice,0.0000509164,0.0037309255,0.8813845020
hot sour soup,0.0000452514,0.0033158217,0.9591690874
won ton soup,0.0000434808,0.0031860785,0.9408390342
egg foo young,0.0000430579,0.0031550923,0.9220838468
beef noodle soup,0.0000400326,0.0029334113,0.9899739371
shrimp fried rice,0.0000364636,0.0026718914,0.9017156338
love this place,0.0000364071,0.0026677538,0.3093121456
beef chow fun,0.0000360645,0.0026426464,0.7238170245
honey walnut shrimp,0.0000289462,0.0021210453,0.8351174067
americanized chinese food,0.0000284884,0.0020875016,0.9945805118
chicken lo mein,0.0000260786,0.0019109236,0.8737389795
chicken chow mein,0.0000248867,0.0018235856,0.8762019698
house special chicken,0.0000242692,0.0017783419,0.9511948140
sizzling rice soup,0.0000237913,0.0017433195,0.9413426991
hand pulled noodles,0.0000233943,0.0017142337,0.9169047952
hong kong style,0.0000225055,0.0016491036,0.6404056744
great chinese food,0.0000217483,0.0015936215,0.7467236022
house fried rice,0.0000216198,0.0015841998,0.7484948147
general tso's chicken,0.0000209038,0.0015317399,0.3487753319
real chinese food,0.0000206893,0.0015160194,0.8861211406
egg flower soup,0.0000206465,0.0015128845,0.9223227235
wonton noodle soup,0.0000197135,0.0014445200,0.9306812713
dan dan noodles,0.0000187999,0.0013775697,0.9524886664
pan fried noodles,0.0000185973,0.0013627308,0.7574779124
general tso chicken,0.0000165197,0.0012104869,0.9532080091
wor wonton soup,0.0000161491,0.0011833320,0.9318246215
sweet and sour,0.0000159586,0.0011693740,0.3900000000
egg foo yung,0.0000158280,0.0011598043,0.8886138139
decent chinese food,0.0000157778,0.0011561237,0.8297309204
xiao long bao,0.0000144156,0.0010563085,0.9659600519
beef and broccoli,0.0000138308,0.0010134575,0.3400000000
salt and pepper,0.0000131549,0.0009639348,0.4592622951
mu shu pork,0.0000129658,0.0009500746,0.9793887656
sweet sour chicken,0.0000122344,0.0008964860,0.5910240127
portions are huge,0.0000121720,0.0008919091,0.4249459848
american chinese food,0.0000114437,0.0008385429,0.7793913043
chinese fast food,0.0000110706,0.0008112033,0.8844768355
moo shu pork,0.0000109798,0.0008045536,0.6911481102
craving chinese food,0.0000109723,0.0008040048,0.7997309204
lunch specials are,0.0000109062,0.0007991579,0.2867712446
great lunch specials,0.0000108706,0.0007965456,0.8211226255
cheap chinese food,0.0000107568,0.0007882115,0.8275782366
chinese food places,0.0000102715,0.0007526484,0.8367236022
in las vegas,0.0000100607,0.0007372023,0.2259305815
cream cheese wontons,0.0000098661,0.0007229456,0.7452517858
sweet sour pork,0.0000098535,0.0007220216,0.8899230388
chinese food place,0.0000097894,0.0007173244,0.6667236022
vegetable fried rice,0.0000095447,0.0006993916,0.6956737624
fast food chinese,0.0000094318,0.0006911169,0.8337075857
white meat chicken,0.0000093403,0.0006844122,0.8623137324
prices are reasonable,0.0000091986,0.0006740297,0.4549459848
baby bok choy,0.0000089147,0.0006532271,0.8613027263
pan fried dumplings,0.0000089139,0.0006531714,0.8050621414
chow mein noodles,0.0000088076,0.0006453795,0.9629231441
veggie fried rice,0.0000087167,0.0006387185,0.9787411109
kung pow chicken,0.0000085661,0.0006276828,0.8896933173
egg fried rice,0.0000085046,0.0006231776,0.7680934804
black bean sauce,0.0000082614,0.0006053552,0.7150379366
beef lo mein,0.0000081733,0.0005989048,0.8489026647
water boiled fish,0.0000081537,0.0005974647,0.7364011595
asian cafe express,0.0000080356,0.0005888130,0.8345982590
staff is friendly,0.0000079253,0.0005807338,0.3966971474
hit or miss,0.0000078493,0.0005751600,0.5527092950
great customer service,0.0000075933,0.0005564008,0.9858205274
egg rolls were,0.0000075436,0.0005527620,0.2467712446
hot and sour,0.0000075335,0.0005520207,0.3770833333
kung pao shrimp,0.0000074479,0.0005457493,0.5334887517
black pepper chicken,0.0000074249,0.0005440630,0.9639607072
beef with broccoli,0.0000072797,0.0005334264,0.3780459848
mom and pop,0.0000072676,0.0005325375,0.4375837237
food is great,0.0000071415,0.0005232982,0.1776612903
war wonton soup,0.0000070864,0.0005192633,0.7747545037
combination fried rice,0.0000068657,0.0005030909,0.6200814678
green onion pancake,0.0000067975,0.0004980915,0.9738031621
