the,0.0530745959,0.0598885705,1.0000000000
and,0.0356444334,0.0402206391,1.0000000000
i,0.0282606973,0.0318889430,1.0000000000
a,0.0218464971,0.0246512565,1.0000000000
to,0.0195478774,0.0220575290,1.0000000000
was,0.0182985047,0.0206477557,1.0000000000
it,0.0153322339,0.0173006606,1.0000000000
is,0.0143689167,0.0162136680,1.0000000000
of,0.0124976843,0.0141021977,1.0000000000
for,0.0121539654,0.0137143506,1.0000000000
in,0.0112251332,0.0126662703,1.0000000000
but,0.0097711121,0.0110255749,1.0000000000
that,0.0088761994,0.0100157690,1.0000000000
with,0.0087348677,0.0098562924,1.0000000000
we,0.0084584228,0.0095443562,1.0000000000
they,0.0079586737,0.0089804469,1.0000000000
not,0.0074408341,0.0083961246,1.0000000000
good,0.0071299043,0.0080452760,1.0000000000
my,0.0065097405,0.0073454927,1.0000000000
have,0.0062253811,0.0070246257,1.0000000000
you,0.0061648911,0.0069563698,1.0000000000
food,0.0061366247,0.0069244744,1.0000000000
this,0.0059353683,0.0066973797,1.0000000000
had,0.0058251295,0.0065729880,1.0000000000
so,0.0058036471,0.0065487475,1.0000000000
were,0.0052671518,0.0059433743,1.0000000000
on,0.0050545888,0.0057035215,1.0000000000
are,0.0048832947,0.0055102358,1.0000000000
very,0.0045938473,0.0051836277,1.0000000000
at,0.0040087338,0.0045233946,1.0000000000
there,0.0039267614,0.0044308981,1.0000000000
like,0.0038623141,0.0043581768,1.0000000000
just,0.0037469874,0.0042280439,1.0000000000
all,0.0035508190,0.0040066904,1.0000000000
here,0.0035112461,0.0039620369,1.0000000000
as,0.0034790224,0.0039256762,1.0000000000
be,0.0034253164,0.0038650751,1.0000000000
it's,0.0033342987,0.0037623722,1.0000000000
their,0.0032851153,0.0037068743,1.0000000000
if,0.0031030800,0.0035014685,1.0000000000
or,0.0029493110,0.0033279579,1.0000000000
from,0.0029425271,0.0033203030,1.0000000000
get,0.0029108688,0.0032845803,1.0000000000
really,0.0028859944,0.0032565124,1.0000000000
one,0.0027723637,0.0031282932,1.0000000000
me,0.0027322254,0.0030830018,1.0000000000
when,0.0027243109,0.0030740711,1.0000000000
out,0.0026321626,0.0029700924,1.0000000000
our,0.0026270746,0.0029643512,1.0000000000
some,0.0025931550,0.0029260768,1.0000000000
go,0.0025846751,0.0029165083,1.0000000000
order,0.0025004414,0.0028214602,1.0000000000
which,0.0024750017,0.0027927544,1.0000000000
ordered,0.0022703533,0.0025618323,1.0000000000
would,0.0022539588,0.0025433330,1.0000000000
also,0.0021945995,0.0024763528,1.0000000000
what,0.0021810316,0.0024610431,1.0000000000
only,0.0021397627,0.0024144759,1.0000000000
great,0.0020945366,0.0023634434,1.0000000000
no,0.0020657049,0.0023309101,1.0000000000
too,0.0020634436,0.0023283585,1.0000000000
about,0.0019876898,0.0022428791,1.0000000000
restaurant,0.0019752526,0.0022288451,1.0000000000
place,0.0019554661,0.0022065184,1.0000000000
service,0.0019526395,0.0022033289,1.0000000000
an,0.0019424636,0.0021918465,1.0000000000
more,0.0019057174,0.0021503826,1.0000000000
will,0.0018876269,0.0021299696,1.0000000000
chicken,0.0018667098,0.0021063671,1.0000000000
because,0.0018356168,0.0020712822,1.0000000000
been,0.0018305289,0.0020655411,1.0000000000
don't,0.0017632550,0.0019896302,1.0000000000
always,0.0017598630,0.0019858028,1.0000000000
other,0.0017502524,0.0019749583,1.0000000000
