hot and sour soup,0.0000523838,0.0307375972,0.6462591844
sweet and sour chicken,0.0000309674,0.0181709810,0.7397791798
sweet and sour pork,0.0000225795,0.0132491045,0.8165216484
sweet and sour sauce,0.0000210053,0.0123254129,0.9915683955
moo goo gai pan,0.0000078952,0.0046327423,0.9575521937
hole in the wall,0.0000062858,0.0036883721,0.2192622951
shrimp with lobster sauce,0.0000053051,0.0031129155,0.5729043790
salt and pepper shrimp,0.0000052239,0.0030652627,0.5883114924
bbq pork fried rice,0.0000043302,0.0025408805,0.6564755597
wor won ton soup,0.0000037896,0.0022236492,0.7286518869
yang chow fried rice,0.0000033235,0.0019501412,0.9034533335
hot n sour soup,0.0000032358,0.0018986667,0.7085718477
salt and pepper pork,0.0000026450,0.0015519960,0.8687944548
shrimp in lobster sauce,0.0000026103,0.0015316882,0.4473528551
china magic noodle house,0.0000023901,0.0014024372,0.8192062236
house special fried rice,0.0000022500,0.0013202355,0.9854091196
hong kong style noodles,0.0000021362,0.0012534671,0.8420165076
with black bean sauce,0.0000020726,0.0012161648,0.3025773052
chicken egg foo young,0.0000020414,0.0011978356,0.7663295587
ordered the orange chicken,0.0000020154,0.0011825999,0.3310047847
in black bean sauce,0.0000018741,0.0010996746,0.2504089538
ordered the mongolian beef,0.0000018600,0.0010914184,0.3410047847
szechwan beef noodle soup,0.0000017980,0.0010550033,0.6749509249
chinese food in vegas,0.0000016021,0.0009400783,0.3323671727
salt pepper pork chop,0.0000015615,0.0009162502,0.8206547913
chinese sausage fried rice,0.0000015543,0.0009120500,0.8752422823
salt and pepper calamari,0.0000015434,0.0009056605,0.4506499673
house special chow mein,0.0000015424,0.0009050347,0.8685101283
quality of the food,0.0000015349,0.0009006327,0.1000000000
china a go go,0.0000014777,0.0008670897,0.1078643579
won ton noodle soup,0.0000014712,0.0008632432,0.6822159899
salt and pepper squid,0.0000014635,0.0008587429,0.5244186697
salt pepper pork chops,0.0000014476,0.0008494036,0.6712786950
baked pork chop rice,0.0000014057,0.0008248406,0.8524410374
absolutely love this place,0.0000013760,0.0008074091,0.5709232039
lunch specials are great,0.0000012945,0.0007595722,0.4859453886
chinese restaurant in vegas,0.0000012760,0.0007487294,0.4023671727
salted fish fried rice,0.0000012421,0.0007288573,0.8160164866
sweet and sour shrimp,0.0000012079,0.0007087905,0.2720743034
shrimp with snow peas,0.0000011900,0.0006982919,0.5863469514
spicy beef noodle soup,0.0000011520,0.0006759455,0.8255752382
ordered pork fried rice,0.0000010410,0.0006108296,0.7460451069
eggplant in garlic sauce,0.0000010405,0.0006105261,0.5126511739
sweet n sour chicken,0.0000010295,0.0006040782,0.5410526900
items on the menu,0.0000010152,0.0005957007,0.1096334012
war won ton soup,0.0000009924,0.0005822985,0.6519317085
family owned and operated,0.0000009915,0.0005817986,0.4885290154
chinese food in phoenix,0.0000009788,0.0005743578,0.3507498434
ny style chinese food,0.0000009576,0.0005618702,0.6290605065
ordered chicken fried rice,0.0000009463,0.0005552511,0.6216498429
chinese food in madison,0.0000009381,0.0005504434,0.3521526955
white or brown rice,0.0000009375,0.0005501186,0.5279174240
ordered kung pao chicken,0.0000009238,0.0005420480,0.9103018181
chinese restaurants in town,0.0000008642,0.0005070876,0.4541814937
new york chinese restaurant,0.0000008514,0.0004995870,0.3196166992
white or fried rice,0.0000008252,0.0004841898,0.5420908387
pork egg foo young,0.0000007916,0.0004645119,0.6934130873
eggplant with garlic sauce,0.0000007912,0.0004642299,0.4454949006
beef with snow peas,0.0000007829,0.0004594028,0.6172076884
place for chinese food,0.0000007599,0.0004458684,0.3523671727
restaurant in las vegas,0.0000007567,0.0004440167,0.4971136599
all you can eat,0.0000007104,0.0004168217,0.0800000000
great place to eat,0.0000007082,0.0004155735,0.3988021585
lunch specials are cheap,0.0000006943,0.0004074045,0.4975890029
american style chinese food,0.0000006908,0.0004053514,0.4538247022
ordered general tso's chicken,0.0000006806,0.0003993397,0.5365129263
chicken with garlic sauce,0.0000006538,0.0003836186,0.2863286894
chinese take out place,0.0000006393,0.0003751396,0.1800000000
szechuan beef noodle soup,0.0000006322,0.0003709404,0.7119406047
restaurants in las vegas,0.0000006273,0.0003681008,0.6181793367
chinese food in town,0.0000006137,0.0003601031,0.3721526955
highly recommend this place,0.0000006038,0.0003542951,0.5288838719
cream cheese won tons,0.0000005928,0.0003478194,0.4672953726
my favorite chinese restaurant,0.0000005619,0.0003297374,0.1772008806
things on the menu,0.0000005561,0.0003263022,0.0996334012
pan fried noodles with,0.0000005426,0.0003183571,0.2138563568
fast food chinese place,0.0000005336,0.0003130768,0.4206187421
lunch and dinner specials,0.0000005309,0.0003115281,0.3487816809
sweet and sour soup,0.0000005226,0.0003066544,0.1791261722
noodles with minced pork,0.0000005117,0.0003002536,0.3667188577
chinese restaurant in madison,0.0000004897,0.0002873279,0.2969423512
highly recommend this restaurant,0.0000004791,0.0002811413,0.3433757676
out of this world,0.0000004706,0.0002761444,0.0700000000
an authentic chinese restaurant,0.0000004702,0.0002758809,0.2470972953
favorite place to eat,0.0000004590,0.0002693026,0.3015066486
your typical chinese restaurant,0.0000004500,0.0002640684,0.2217349425
bang for your buck,0.0000004455,0.0002613939,0.1300676799
their egg drop soup,0.0000004417,0.0002591924,0.1658214286
craving for chinese food,0.0000004392,0.0002576834,0.3461976829
some of the best,0.0000004338,0.0002545590,0.0200000000
in a strip mall,0.0000004262,0.0002500930,0.0600000000
pretty good chinese food,0.0000004078,0.0002392967,0.1607475490
or egg drop soup,0.0000003958,0.0002322443,0.2080134743
staff is very friendly,0.0000003940,0.0002311651,0.0796334012
prices are very reasonable,0.0000003897,0.0002286925,0.0393908146
rice or chow mein,0.0000003643,0.0002137908,0.5744558855
chinese restaurant in town,0.0000003638,0.0002134782,0.2390066486
chinese food in az,0.0000003625,0.0002127345,0.1905392157
great food and service,0.0000003605,0.0002115604,0.1579063580
their hot sour soup,0.0000003595,0.0002109546,0.2180134743
rice and chow mein,0.0000003561,0.0002089344,0.4010047847
stopped in for lunch,0.0000003542,0.0002078651,0.1396334012
hour and a half,0.0000003501,0.0002054336,0.1200000000
on the other hand,0.0000003450,0.0002024563,0.0400000000
service is always great,0.0000003425,0.0002009676,0.1500000000
all white meat chicken,0.0000003366,0.0001974920,0.2041004309
eaten here several times,0.0000003365,0.0001974507,0.1768499762
general tso's chicken is,0.0000003308,0.0001941152,0.1534081243
lan zhou beef noodle,0.0000003301,0.0001936780,0.8673547288
lo mein noodles were,0.0000003206,0.0001881052,0.2527193567
food came out fast,0.0000003155,0.0001851163,0.1462962963
egg drop soup which,0.0000003113,0.0001826925,0.2727193567
one of my favorite,0.0000003044,0.0001786379,0.0300000000
melts in your mouth,0.0000002982,0.0001749512,0.1808053849
if you're looking for,0.0000002980,0.0001748493,0.0169000000
chinese restaurants in vegas,0.0000002951,0.0001731725,0.2115066486
order from this place,0.0000002930,0.0001719390,0.1100000000
staff was very friendly,0.0000002920,0.0001713659,0.1096334012
staff is always friendly,0.0000002905,0.0001704343,0.1090373747
craving some chinese food,0.0000002892,0.0001697229,0.2072934133
best i've ever had,0.0000002798,0.0001641831,0.0269000000
a great chinese restaurant,0.0000002791,0.0001637514,0.1000000000
place is very clean,0.0000002602,0.0001526526,0.0976612903
ordered the lunch special,0.0000002597,0.0001523944,0.1364945933
one of the best,0.0000002588,0.0001518422,0.0100000000
fast and friendly service,0.0000002574,0.0001510583,0.1449620262
new york style chinese,0.0000002548,0.0001494958,0.3347460629
places in the area,0.0000002486,0.0001458876,0.0700000000
with black pepper sauce,0.0000002484,0.0001457498,0.1780134743
chinese food in arizona,0.0000002482,0.0001456249,0.1630392157
wait to be seated,0.0000002474,0.0001451433,0.1300000000
duck and bbq pork,0.0000002473,0.0001450850,0.3248694839
supposed to be spicy,0.0000002436,0.0001429103,0.1200000000
prices were very reasonable,0.0000002415,0.0001417313,0.1057866480
order from here again,0.0000002387,0.0001400744,0.0369000000
don't get me wrong,0.0000002387,0.0001400744,0.0369000000
chicken with fried rice,0.0000002359,0.0001383979,0.3718751322
thing about this place,0.0000002359,0.0001383970,0.1239575866
one of my favorites,0.0000002334,0.0001369557,0.0400000000
food for the price,0.0000002309,0.0001354671,0.0700000000
food is always fresh,0.0000002297,0.0001348068,0.0476612903
when i got home,0.0000002283,0.0001339784,0.0400000000
the worst chinese food,0.0000002283,0.0001339784,0.1200000000
food for your money,0.0000002283,0.0001339784,0.1200000000
food comes out fast,0.0000002243,0.0001316076,0.1262962963
service was top notch,0.0000002233,0.0001310343,0.1467038043
order at the counter,0.0000002233,0.0001310011,0.0800000000
times in the past,0.0000002222,0.0001304008,0.0796334012
wendy's noodle cafe is,0.0000002220,0.0001302775,0.1458565154
live in the area,0.0000002160,0.0001267610,0.0896334012
just the right amount,0.0000002156,0.0001265352,0.0200000000
stumbled upon this place,0.0000002122,0.0001245028,0.1393913043
orange chicken lunch special,0.0000002120,0.0001243878,0.8355752382
close to my house,0.0000002078,0.0001219131,0.0496334012
soup of the day,0.0000002055,0.0001205806,0.0600000000
food is always hot,0.0000002048,0.0001201724,0.0576612903
order the orange chicken,0.0000002025,0.0001188292,0.1330392157
on a saturday night,0.0000002017,0.0001183476,0.0300000000
asked if we wanted,0.0000002016,0.0001182777,0.1059373747
chinese restaurant in phoenix,0.0000001979,0.0001161465,0.2229184133
service is always friendly,0.0000001953,0.0001146260,0.1400000000
staff are very friendly,0.0000001941,0.0001139016,0.0665334012
food here is pretty,0.0000001928,0.0001131373,0.0800000000
owners are very nice,0.0000001918,0.0001125308,0.1162962963
love the orange chicken,0.0000001910,0.0001120491,0.1505379369
at the same time,0.0000001877,0.0001101600,0.0200000000
chicken with brown rice,0.0000001874,0.0001099871,0.4925586867
restaurants in the area,0.0000001865,0.0001094157,0.0700000000
salt and pepper chicken,0.0000001857,0.0001089925,0.1830392157
ordered the crab puffs,0.0000001833,0.0001075431,0.1605379369
things about this place,0.0000001832,0.0001075135,0.0962962963
a lot of food,0.0000001827,0.0001071827,0.0200000000
end of the meal,0.0000001815,0.0001065278,0.0596334012
turned out to be,0.0000001789,0.0001049498,0.0300000000
and an egg roll,0.0000001789,0.0001049498,0.0300000000
taste in my mouth,0.0000001776,0.0001042054,0.1000000000
fried rice was bland,0.0000001776,0.0001041828,0.1749620262
delivery from this place,0.0000001753,0.0001028546,0.1062962963
wait for a table,0.0000001740,0.0001020892,0.0596334012
food came out quickly,0.0000001710,0.0001003460,0.0962962963
you won't be disappointed,0.0000001706,0.0001001116,0.0269000000
stopped by for lunch,0.0000001666,0.0000977525,0.1193913043
dishes on the menu,0.0000001649,0.0000967622,0.0500000000
ordered the kung pao,0.0000001629,0.0000955727,0.3210047847
based on the reviews,0.0000001616,0.0000948369,0.0796334012
favorite chinese food place,0.0000001613,0.0000946577,0.6358630782
one of those places,0.0000001599,0.0000938539,0.0394039735
family has been going,0.0000001552,0.0000910689,0.1223510972
messed up my order,0.0000001518,0.0000890769,0.1087952779
staff is very nice,0.0000001484,0.0000870860,0.0900000000
