decided to give it a try,0.0000001711,0.0064372470,0.0600000000
fried rice and an egg roll,0.0000000981,0.0036916684,0.1657894737
judge a book by its cover,0.0000000969,0.0036457798,0.1200676799
favorite chinese restaurant in the valley,0.0000000735,0.0027644085,0.1365617812
decided to give it a shot,0.0000000610,0.0022935924,0.0596334012
hole in the wall chinese food,0.0000000569,0.0021395881,0.0960869565
chinese food i have ever eaten,0.0000000533,0.0020040486,0.0900000000
best chinese food in the valley,0.0000000420,0.0015789474,0.0300000000
hard to find good chinese food,0.0000000392,0.0014762333,0.0662962963
hole in the wall chinese restaurant,0.0000000347,0.0013038135,0.0644083851
wouldn't go out of my way,0.0000000258,0.0009716599,0.0300000000
a huge fan of chinese food,0.0000000161,0.0006072874,0.0300000000
hands down the best chinese food,0.0000000151,0.0005668016,0.0700000000
my go to place for chinese,0.0000000140,0.0005263158,0.0200000000
one of the best chinese restaurants,0.0000000118,0.0004453441,0.0100000000
our go to place for chinese,0.0000000108,0.0004048583,0.0200000000
i've had in a long time,0.0000000108,0.0004048583,0.0100000000
you get a lot of food,0.0000000102,0.0003846154,0.0100000000
the best chinese food in town,0.0000000102,0.0003846154,0.0100000000
really wanted to like this place,0.0000000102,0.0003846154,0.0100000000
just the right amount of spice,0.0000000102,0.0003846154,0.0100000000
i ordered the general tso's chicken,0.0000000100,0.0003766248,0.0132894737
ordered the sweet and sour chicken,0.0000000093,0.0003515875,0.0157894737
have been coming here for years,0.0000000081,0.0003036437,0.0100000000
chinese food i have ever had,0.0000000081,0.0003036437,0.0100000000
have been going here for years,0.0000000075,0.0002834008,0.0100000000
one of the best chinese food,0.0000000065,0.0002429150,0.0100000000
chinese food this is the place,0.0000000065,0.0002429150,0.0100000000
by far the best chinese food,0.0000000065,0.0002429150,0.0100000000
worst chinese food i have ever,0.0000000059,0.0002226721,0.0100000000
but you get what you pay,0.0000000059,0.0002226721,0.0100000000
on my way home from work,0.0000000052,0.0001955466,0.0069000000
go to place for chinese food,0.0000000043,0.0001619433,0.0200000000
i have never had a bad,0.0000000005,0.0000202429,0.0100000000
