kung pao chicken,0.0001212349,0.0105674482,0.9965384615
egg drop soup,0.0001014363,0.0088416990,0.8122033987
love this place,0.0000729659,0.0063600800,0.5997724551
authentic chinese food,0.0000583053,0.0050821876,0.9300000000
chicken fried rice,0.0000558333,0.0048667096,0.9390102389
pork fried rice,0.0000524041,0.0045678061,0.7631877109
hot sour soup,0.0000516980,0.0045062630,0.9942670354
won ton soup,0.0000483880,0.0042177424,0.9676466216
egg foo young,0.0000470443,0.0041006201,0.9747216215
general tso's chicken,0.0000461009,0.0040183849,0.6992596346
beef chow fun,0.0000415066,0.0036179224,0.8059752267
beef noodle soup,0.0000407418,0.0035512584,0.9690102389
shrimp fried rice,0.0000371984,0.0032423993,0.8900000000
honey walnut shrimp,0.0000344976,0.0030069865,0.9629456552
on the menu,0.0000335433,0.0029238056,0.2820677214
americanized chinese food,0.0000298251,0.0025997051,0.9990233546
hong kong style,0.0000290284,0.0025302664,0.7991829156
chicken chow mein,0.0000281252,0.0024515332,0.9500000000
beef and broccoli,0.0000273014,0.0023797240,0.6493407762
chicken lo mein,0.0000272345,0.0023738995,0.8900000000
sweet and sour,0.0000263779,0.0022992302,0.6164343062
great chinese food,0.0000260823,0.0022734619,0.8736535031
house special chicken,0.0000258361,0.0022520060,0.9797076023
hand pulled noodles,0.0000253639,0.0022108473,0.9618020145
sizzling rice soup,0.0000246262,0.0021465417,0.9427202374
house fried rice,0.0000234357,0.0020427782,0.7983108053
pan fried noodles,0.0000229176,0.0019976167,0.7873341599
in the area,0.0000222688,0.0019410652,0.2720677214
the lunch special,0.0000221650,0.0019320100,0.4689089912
salt and pepper,0.0000217895,0.0018992803,0.6896331738
real chinese food,0.0000217472,0.0018955921,0.9105555556
egg flower soup,0.0000213363,0.0018597828,0.9221722922
wonton noodle soup,0.0000207599,0.0018095358,0.9482378659
decent chinese food,0.0000198347,0.0017288917,0.9605555556
best chinese food,0.0000196988,0.0017170491,0.3700000000
dan dan noodles,0.0000194159,0.0016923922,0.9517435919
portions are huge,0.0000189213,0.0016492786,0.6391162329
the egg rolls,0.0000185076,0.0016132185,0.4179323458
egg foo yung,0.0000181484,0.0015819032,0.9857822136
wor wonton soup,0.0000178027,0.0015517773,0.9938702675
general tso chicken,0.0000171785,0.0014973692,0.9590233546
sweet sour chicken,0.0000170250,0.0014839841,0.7957261013
food is great,0.0000158110,0.0013781667,0.3805555556
prices are reasonable,0.0000150216,0.0013093550,0.7188047417
moo shu pork,0.0000149973,0.0013072402,0.9133647757
staff is friendly,0.0000148614,0.0012953925,0.7197076023
xiao long bao,0.0000147799,0.0012882942,0.9582000165
service was great,0.0000144598,0.0012603909,0.4505555556
a chinese restaurant,0.0000143644,0.0012520782,0.1905555556
ma po tofu,0.0000140961,0.0012286850,0.8332291493
the lunch menu,0.0000140719,0.0012265805,0.4489089912
beef with broccoli,0.0000139189,0.0012132381,0.6993407762
in the valley,0.0000136840,0.0011927659,0.2820677214
mu shu pork,0.0000135688,0.0011827211,0.9916363827
service is great,0.0000134627,0.0011734807,0.4705555556
egg rolls were,0.0000129543,0.0011291582,0.4100000000
cheap chinese food,0.0000129329,0.0011272940,0.9282863681
craving chinese food,0.0000127676,0.0011128852,0.9003436911
recommend this place,0.0000126052,0.0010987328,0.5390102389
hot and sour,0.0000125425,0.0010932712,0.6074109516
chinese food place,0.0000125332,0.0010924546,0.8685767739
chinese food places,0.0000123757,0.0010787303,0.9385767739
hit or miss,0.0000122324,0.0010662388,0.8333649962
great lunch specials,0.0000121566,0.0010596305,0.8282000241
american chinese food,0.0000118456,0.0010325257,0.7805555556
chinese fast food,0.0000117425,0.0010235383,0.8905555556
mom and pop,0.0000114705,0.0009998256,0.6586565284
egg rolls are,0.0000113837,0.0009922603,0.4085454545
cream cheese wontons,0.0000113177,0.0009865090,0.8271249963
sweet sour pork,0.0000110264,0.0009611187,0.9635006112
on the strip,0.0000108975,0.0009498830,0.2720677214
white meat chicken,0.0000107475,0.0009368088,0.9600000000
portions are large,0.0000107352,0.0009357309,0.7191715678
quality of food,0.0000103162,0.0008992087,0.4105555556
food was great,0.0000101670,0.0008862095,0.3405555556
egg fried rice,0.0000100965,0.0008800642,0.8822452709
water boiled fish,0.0000100392,0.0008750668,0.8772354186
baby bok choy,0.0000098725,0.0008605374,0.9228563159
on the side,0.0000098570,0.0008591868,0.2523601190
chicken and broccoli,0.0000098337,0.0008571511,0.4705555556
vegetable fried rice,0.0000097054,0.0008459706,0.6844050169
fast food chinese,0.0000096794,0.0008437062,0.8105555556
asian cafe express,0.0000095627,0.0008335338,0.9609394762
kung pow chicken,0.0000094946,0.0008275941,0.9540918477
couple of times,0.0000094918,0.0008273501,0.6693407762
love the food,0.0000093439,0.0008144654,0.5289895245
pan fried dumplings,0.0000092881,0.0008095984,0.8116047807
reviews on yelp,0.0000091785,0.0008000405,0.6588047417
wendy's noodle cafe,0.0000091350,0.0007962544,0.9179619213
hit the spot,0.0000091210,0.0007950367,0.4582790072
war wonton soup,0.0000089046,0.0007761739,0.9419074884
sweet sour sauce,0.0000088491,0.0007713290,0.8675381932
fast chinese food,0.0000087387,0.0007617107,0.9243560033
place to eat,0.0000086587,0.0007547358,0.4405555556
free egg rolls,0.0000085529,0.0007455144,0.9549625216
in the mood,0.0000085285,0.0007433867,0.2720677214
veggie fried rice,0.0000083432,0.0007272395,0.9063763186
needless to say,0.0000082681,0.0007206899,0.3909870130
chinese food restaurant,0.0000082299,0.0007173601,0.8482139621
lunch specials are,0.0000082049,0.0007151841,0.1700000000
delicious chinese food,0.0000081662,0.0007118073,0.9378366036
service was excellent,0.0000081253,0.0007082448,0.4600000000
beijing noodle cafe,0.0000080202,0.0006990810,0.8712816493
black bean sauce,0.0000079402,0.0006921117,0.6649174450
kung pao shrimp,0.0000079283,0.0006910737,0.5494512594
in the middle,0.0000078290,0.0006824132,0.2420677214
chow mein noodles,0.0000077813,0.0006782600,0.8230863507
across the street,0.0000077673,0.0006770363,0.2623601190
close to home,0.0000077332,0.0006740650,0.5550684932
prices are great,0.0000075293,0.0006562916,0.6052845850
chinese food restaurants,0.0000074662,0.0006507952,0.9378366036
black pepper chicken,0.0000073852,0.0006437323,0.9276584065
pick up stix,0.0000073774,0.0006430550,0.7232643866
twice cooked pork,0.0000073508,0.0006407329,0.5183641307
eat chinese food,0.0000073177,0.0006378499,0.9191816328
beef lo mein,0.0000072917,0.0006355823,0.7712959038
great customer service,0.0000072625,0.0006330366,0.9122452709
lunch special menu,0.0000071230,0.0006208776,0.9872810480
green onion pancake,0.0000070886,0.0006178759,0.9825078619
rest of the,0.0000068597,0.0005979237,0.2223601190
portions are big,0.0000067866,0.0005915518,0.6494957379
kung pao beef,0.0000067089,0.0005847860,0.6914569778
down the street,0.0000066473,0.0005794158,0.2520677214
pan fried noodle,0.0000065871,0.0005741661,0.9456105298
singapore rice noodles,0.0000065670,0.0005724091,0.8248772339
sweet n sour,0.0000065606,0.0005718528,0.7756005513
staff was friendly,0.0000065167,0.0005680282,0.5345724672
combination fried rice,0.0000065116,0.0005675869,0.5689935224
honey walnut prawns,0.0000064348,0.0005608877,0.9237419668
pu pu platter,0.0000064204,0.0005596379,0.9558201439
chinese cultural center,0.0000063285,0.0005516268,0.9783736955
food is delicious,0.0000063272,0.0005515076,0.2705555556
chilean sea bass,0.0000063180,0.0005507047,0.9767383667
thai iced tea,0.0000063148,0.0005504256,0.9065116654
black pepper sauce,0.0000062638,0.0005459839,0.8121774691
egg noodle soup,0.0000062394,0.0005438545,0.9645887403
cooked to perfection,0.0000062122,0.0005414903,0.4994056289
on the phone,0.0000061776,0.0005384752,0.2320677214
hand stretched noodles,0.0000061245,0.0005338464,0.9468381098
in las vegas,0.0000060803,0.0005299909,0.1300000000
average chinese food,0.0000060438,0.0005268087,0.9343560033
authentic chinese cuisine,0.0000059079,0.0005149613,0.9133432792
worth the wait,0.0000057297,0.0004994328,0.5483534357
places to eat,0.0000057260,0.0004991068,0.5003436911
pork lo mein,0.0000056645,0.0004937457,0.7589530173
at the end,0.0000056610,0.0004934373,0.2420677214
fried chicken wings,0.0000056596,0.0004933184,0.9478702709
combo fried rice,0.0000056148,0.0004894164,0.8060338717
food was delicious,0.0000056080,0.0004888248,0.3005555556
chinese take out,0.0000055952,0.0004877044,0.1300000000
orange peel chicken,0.0000055647,0.0004850510,0.8947056814
beef chow mein,0.0000055216,0.0004812939,0.7398129128
style chinese food,0.0000055118,0.0004804398,0.8205555556
general tsao's chicken,0.0000054988,0.0004793050,0.6697779261
mediocre chinese food,0.0000054769,0.0004773983,0.9172810480
crispy gau gee,0.0000053619,0.0004673691,0.8620903413
chinese food fix,0.0000053592,0.0004671312,0.9365777163
sweet potato fries,0.0000053465,0.0004660252,0.9343603256
pieces of chicken,0.0000052924,0.0004613084,0.3605555556
tasty chinese food,0.0000052495,0.0004575695,0.8791816328
hot garlic sauce,0.0000052230,0.0004552605,0.9127774974
lunch or dinner,0.0000051977,0.0004530550,0.4017726607
decided to order,0.0000051626,0.0004499980,0.3772946860
bowl of soup,0.0000051327,0.0004473889,0.4797881356
place is clean,0.0000051097,0.0004453866,0.3803436911
service is fast,0.0000050418,0.0004394645,0.4503436911
hits the spot,0.0000049950,0.0004353861,0.4182790072
chinese chicken salad,0.0000049658,0.0004328443,0.9072810480
worth the price,0.0000049627,0.0004325776,0.4986971268
chop chop wok,0.0000049591,0.0004322629,0.7973347700
chicken lettuce wraps,0.0000049450,0.0004310342,0.6211471801
service is friendly,0.0000049150,0.0004284199,0.4203436911
the best part,0.0000048998,0.0004270914,0.1823601190
new york style,0.0000048845,0.0004257551,0.3926653831
eating chinese food,0.0000048667,0.0004242095,0.8891816328
egg fu yung,0.0000048632,0.0004239014,0.9773895065
fast food places,0.0000047605,0.0004149497,0.7653996732
seafood noodle soup,0.0000047185,0.0004112873,0.7586441641
excellent chinese food,0.0000046978,0.0004094812,0.8991816328
service is quick,0.0000046828,0.0004081793,0.4277904997
sun devil chicken,0.0000046539,0.0004056571,0.9353235320
black pepper beef,0.0000046523,0.0004055205,0.8500077363
hand made noodles,0.0000045789,0.0003991229,0.7078905332
neighborhood chinese restaurant,0.0000045704,0.0003983825,0.6561075690
lo mein noodles,0.0000045617,0.0003976198,0.4472156527
quality chinese food,0.0000045522,0.0003967889,0.9148760773
authentic chinese restaurant,0.0000045320,0.0003950358,0.7920296477
friendly and attentive,0.0000045049,0.0003926689,0.3936420286
amazing chinese food,0.0000044741,0.0003899821,0.8991816328
great tasting food,0.0000043879,0.0003824716,0.7348872361
behind the counter,0.0000043703,0.0003809353,0.2223601190
egg foo yong,0.0000043485,0.0003790360,0.8739433559
at the bar,0.0000043360,0.0003779519,0.2420677214
mu shu chicken,0.0000043267,0.0003771352,0.7905096232
thai ice tea,0.0000043168,0.0003762769,0.9132439058
noodles with beef,0.0000042944,0.0003743247,0.5394253238
fried won tons,0.0000042881,0.0003737749,0.7834662541
egg fu young,0.0000042631,0.0003715960,0.9519876373
service is excellent,0.0000042093,0.0003669018,0.4699808794
times a week,0.0000042053,0.0003665535,0.4971544108
hand pulled noodle,0.0000041535,0.0003620364,0.8347472188
giving this place,0.0000041369,0.0003605931,0.5196371882
crispy duck salad,0.0000041328,0.0003602337,0.8305908658
spring mountain road,0.0000041256,0.0003596103,0.9212816493
at the counter,0.0000040992,0.0003573060,0.2320677214
portions were huge,0.0000040748,0.0003551784,0.6066183763
house lo mein,0.0000040548,0.0003534338,0.4289012509
shrimp lo mein,0.0000040497,0.0003529926,0.4283658549
in the future,0.0000040349,0.0003517053,0.2420677214
portions are generous,0.0000040159,0.0003500441,0.5566183763
worth the drive,0.0000040123,0.0003497315,0.4479866095
ordered the beef,0.0000040122,0.0003497204,0.4886971268
food is amazing,0.0000039757,0.0003465446,0.2905555556
cooked to order,0.0000039719,0.0003462141,0.4093670457
food was excellent,0.0000039474,0.0003440748,0.3305555556
will be back,0.0000039358,0.0003430628,0.0700000000
stir fry paradise,0.0000039210,0.0003417775,0.9850453890
food is excellent,0.0000038680,0.0003371523,0.3172946860
wanted to eat,0.0000038562,0.0003361235,0.4305555556
chinese food craving,0.0000038452,0.0003351713,0.9091816328
typical chinese food,0.0000038377,0.0003345176,0.8569969407
baked pork chop,0.0000038289,0.0003337505,0.8550317837
lunch and dinner,0.0000038238,0.0003333044,0.2900000000
dishes we ordered,0.0000037997,0.0003312046,0.4363763186
salt pepper shrimp,0.0000037857,0.0003299843,0.5852651815
food and service,0.0000037764,0.0003291721,0.1705555556
half an hour,0.0000037672,0.0003283711,0.6057001535
spicy tuna roll,0.0000037409,0.0003260741,0.7913989867
cup of soup,0.0000037377,0.0003257947,0.5180585460
recommend this restaurant,0.0000037220,0.0003244250,0.5984213578
over the phone,0.0000037163,0.0003239333,0.2620677214
vegetable chow mein,0.0000037140,0.0003237285,0.6220172449
chinese delivery place,0.0000036886,0.0003215135,0.7803302741
worth every penny,0.0000036880,0.0003214640,0.7059042264
bowl of rice,0.0000036794,0.0003207149,0.5099808794
if you want,0.0000036721,0.0003200763,0.0400000000
check this place,0.0000036647,0.0003194348,0.4463763186
bowl of noodles,0.0000036592,0.0003189572,0.4596371882
food was decent,0.0000036377,0.0003170810,0.3249305556
hot and fresh,0.0000036348,0.0003168235,0.2705555556
my favorite dish,0.0000036273,0.0003161730,0.1800000000
trip to vegas,0.0000036010,0.0003138797,0.4257132045
portions were large,0.0000035980,0.0003136203,0.6287951321
veggie spring rolls,0.0000035806,0.0003121021,0.8466044145
write a review,0.0000035669,0.0003109069,0.4096331738
food is fresh,0.0000035220,0.0003069928,0.2949305556
over the years,0.0000035207,0.0003068842,0.2620677214
half the price,0.0000034954,0.0003046803,0.4683343150
salt n pepper,0.0000034893,0.0003041462,0.7381789165
steamed white rice,0.0000034608,0.0003016652,0.7728326720
shark fin soup,0.0000034544,0.0003011030,0.8167685411
gang pang chicken,0.0000034483,0.0003005674,0.8662728991
cream cheese puffs,0.0000034426,0.0003000744,0.8648517995
on the wall,0.0000034339,0.0002993157,0.2226232769
times a month,0.0000034223,0.0002983012,0.4045841723
save your money,0.0000034109,0.0002973135,0.5961007235
food was amazing,0.0000034026,0.0002965838,0.2849305556
greasy chinese food,0.0000033929,0.0002957394,0.9091816328
off the menu,0.0000033566,0.0002925825,0.2326232769
decided to try,0.0000033437,0.0002914516,0.0872727273
pork egg rolls,0.0000033345,0.0002906489,0.9573558343
spicy ying nan,0.0000033206,0.0002894439,0.9533868994
in my opinion,0.0000033127,0.0002887515,0.0986332222
waste of money,0.0000033098,0.0002884986,0.4291555619
love love love,0.0000033001,0.0002876530,0.7369351490
late at night,0.0000032787,0.0002857863,0.5068749171
quick chinese food,0.0000032754,0.0002854965,0.8228364649
prices are fair,0.0000032576,0.0002839482,0.5951811844
sf bay area,0.0000032417,0.0002825655,0.8686816139
general tsao chicken,0.0000032374,0.0002821898,0.9294927372
inside the restaurant,0.0000032346,0.0002819468,0.4483343150
green onion pancakes,0.0000032248,0.0002810938,0.8101474153
typical americanized chinese,0.0000032162,0.0002803415,0.9234047695
thought the food,0.0000031922,0.0002782448,0.4582493542
vegetable lo mein,0.0000031464,0.0002742551,0.5058799643
ended up throwing,0.0000031402,0.0002737149,0.5737314164
hard to find,0.0000031154,0.0002715529,0.1009870130
authentic chinese dishes,0.0000031102,0.0002711032,0.8929753538
around the corner,0.0000030938,0.0002696750,0.2220677214
chow fun noodles,0.0000030465,0.0002655446,0.4898129128
ended up ordering,0.0000030374,0.0002647550,0.5087046170
worth the money,0.0000030351,0.0002645567,0.4879906239
cheap lunch specials,0.0000030308,0.0002641801,0.6411789466
spicy garlic sauce,0.0000030221,0.0002634182,0.7145449956
ordered egg rolls,0.0000030053,0.0002619532,0.9292084792
beef hot pot,0.0000030004,0.0002615311,0.7537654412
hunan special chicken,0.0000029896,0.0002605887,0.9243681908
service was friendly,0.0000029818,0.0002599114,0.2605555556
gau gee mein,0.0000029783,0.0002596007,0.9208637553
lao ching hing,0.0000029769,0.0002594814,0.9971437892
avoid this place,0.0000029767,0.0002594638,0.4273183476
places in town,0.0000029715,0.0002590118,0.5972035755
today for lunch,0.0000029711,0.0002589758,0.5971204398
service was quick,0.0000029617,0.0002581525,0.2705555556
chinese food joint,0.0000029583,0.0002578571,0.9146785775
long story short,0.0000029547,0.0002575479,0.9135816966
typical chinese restaurant,0.0000029454,0.0002567369,0.6577313926
boba milk tea,0.0000029413,0.0002563798,0.7389187667
authentic asian food,0.0000029283,0.0002552469,0.8407469407
a great place,0.0000029232,0.0002548033,0.1305555556
duck noodle soup,0.0000029169,0.0002542537,0.7327909916
ended up taking,0.0000029080,0.0002534732,0.5313029641
seated right away,0.0000028885,0.0002517756,0.4837659159
hit and miss,0.0000028762,0.0002507056,0.3986565284
craving asian food,0.0000028708,0.0002502331,0.8242320429
pineapple fried rice,0.0000028603,0.0002493208,0.6387322750
chicken with broccoli,0.0000028551,0.0002488658,0.4590479653
worth checking out,0.0000028505,0.0002484642,0.4774031910
prices were reasonable,0.0000028495,0.0002483769,0.6363139871
bad chinese food,0.0000028435,0.0002478501,0.8791816328
moo shu chicken,0.0000028293,0.0002466146,0.8123130979
late night snack,0.0000028144,0.0002453159,0.8080355668
deep fried chicken,0.0000027664,0.0002411361,0.5852500479
ordered the spicy,0.0000027618,0.0002407330,0.5286267127
cream cheese rangoons,0.0000027524,0.0002399138,0.8510297786
las vegas strip,0.0000027485,0.0002395735,0.6904807639
rib eye bao,0.0000027474,0.0002394807,0.8494934656
i've ever had,0.0000027466,0.0002394067,0.0600000000
taking my order,0.0000027407,0.0002388939,0.5245881866
rice n noodle,0.0000027335,0.0002382647,0.6463139871
general tao's chicken,0.0000027260,0.0002376117,0.7826588592
