great prices,0.9997881356
fried shrimp,0.9997881356
comfort food,0.9994957379
chinese cuisine,0.9992299904
chinese food,0.9991304348
americanized chinese food,0.9990233546
chinese american,0.9988114902
sweet and sour sauce,0.9987309569
food poisoning,0.9987309569
chinese restaurants,0.9987178412
sesame seeds,0.9987113826
milk tea,0.9987113826
iced tea,0.9987113826
language barrier,0.9986776285
hong kong,0.9986776285
bok choy,0.9986776285
steamed rice,0.9986236226
food court,0.9985190925
miso soup,0.9984814219
saving grace,0.9984395332
pf changs,0.9984395332
pork belly,0.9984189850
chili sauce,0.9983736955
panda express,0.9983574453
brown sauce,0.9982567964
caesars palace,0.9982478888
chicken wings,0.9982402293
fried chicken,0.9982330827
string beans,0.9982000165
spare ribs,0.9982000165
noodle soup,0.9981818067
shaved ice,0.9980418048
fast food,0.9980335935
gold coast,0.9980203439
duck sauce,0.9980136178
taco bell,0.9979619213
sunday brunch,0.9979619213
scallion pancakes,0.9979619213
san diego,0.9979619213
napa cabbage,0.9979619213
moo goo gai pan,0.9979619213
mandalay bay,0.9979619213
grocery store,0.9979619213
conveniently located,0.9979619213
bean curd,0.9979619213
bamboo shoots,0.9979619213
xo sauce,0.9978710398
hot sauce,0.9978702709
rice cake,0.9977990193
tap water,0.9977931598
hoisin sauce,0.9977523183
beef brisket,0.9977523183
soy sauce,0.9977216215
peking duck,0.9977216215
sea bass,0.9976878674
orange sauce,0.9976584065
egg noodles,0.9976584065
roast duck,0.9976354895
lunch combos,0.9976251270
green onion,0.9974079446
desert jade,0.9974079446
black bean,0.9974079446
bell peppers,0.9974079446
spring roll,0.9973430919
monte carlo,0.9973234618
soy milk,0.9972934673
char siu,0.9972817937
shark fin,0.9972676112
general chicken,0.9972512087
snow peas,0.9972159787
los angeles,0.9971437892
lao ching hing,0.9971437892
casa grande,0.9971437892
san francisco,0.9970853666
peanut butter,0.9969659117
dim sum,0.9969387669
brown rice,0.9968812787
sticky rice,0.9968496522
dipping sauce,0.9967951467
hot pot,0.9967449761
fortune cookies,0.9967383667
credit card,0.9967383667
queen creek,0.9967277526
wanton soup,0.9966850147
sun prairie,0.9966077546
kung pao chicken,0.9965384615
gluten free,0.9964897218
crab rangoon,0.9964181835
rice noodle,0.9964157255
stir fry,0.9962977558
cream cheese,0.9962393333
fortune cookie,0.9962262176
stir fried,0.9961973241
iron chef,0.9961917181
egg roll,0.9961434583
green onions,0.9960746113
chop chop,0.9960746113
chili oil,0.9960746113
bay area,0.9960746113
pf chang,0.9959641732
credit cards,0.9959641732
corn starch,0.9959641732
light rail,0.9958201439
chop suey,0.9957617213
bell pepper,0.9956637636
egg noodle,0.9956431134
green tea,0.9955074884
rice noodles,0.9953643965
peanut sauce,0.9953235320
las vegas,0.9952652320
deep fried,0.9952075630
ice cream,0.9951857224
green beans,0.9951857224
great wall,0.9951234589
oyster sauce,0.9949656344
fried rice,0.9949595407
black pepper,0.9948933247
fish tanks,0.9948653221
white rice,0.9948149806
date night,0.9947736487
ice water,0.9945538091
jade palace,0.9945161445
shangri la,0.9944659772
hot sour soup,0.9942670354
wor wonton soup,0.9938702675
yummy yummy,0.9935220523
bitter melon,0.9933842816
pork ribs,0.9931784097
chow mein,0.9925959613
red bean,0.9925729244
green bean,0.9922634034
asian cuisine,0.9920541377
chicken fried,0.9917971014
lazy susan,0.9917156878
mu shu pork,0.9916363827
strip mall,0.9905430098
sesame oil,0.9904382060
fried fish,0.9902600064
szechuan chicken,0.9897881356
garlic chicken,0.9897076023
honey chicken,0.9894957379
red peppers,0.9894240575
fish tank,0.9891037215
orange beef,0.9889597034
teriyaki chicken,0.9888631642
cake noodle,0.9887858111
standard chinese,0.9887448314
chow mien,0.9887113826
broccoli beef,0.9886978656
fried egg,0.9886260773
ground pork,0.9884814219
beef tenderloin,0.9884814219
white sauce,0.9883456842
jasmine tea,0.9882266588
green pepper,0.9881839114
shopping center,0.9879619213
lamb skewers,0.9879371891
lemon chicken,0.9878734032
beef stew,0.9878710398
red pepper,0.9875360514
main courses,0.9874079446
lunch special menu,0.9872810480
fried wonton,0.9872512087
china gate,0.9869434268
east coast,0.9867383667
preserved egg,0.9866850147
cantonese cuisine,0.9866130546
spring rolls,0.9864181835
egg foo yung,0.9857822136
sunday night,0.9857721835
hunan beef,0.9857587431
clay pot,0.9852652320
stir fry paradise,0.9850453890
spicy beef,0.9849722131
pork chop,0.9849656344
sesame chicken,0.9848734032
pork chops,0.9847216215
pepper steak,0.9838523891
sushi rolls,0.9837363456
dinner combos,0.9827812049
green onion pancake,0.9825078619
sliced pork,0.9821884323
lunch rush,0.9821884323
beef noodles,0.9818679124
golden buddha,0.9816032316
pot stickers,0.9810206217
cafe noodle,0.9809292721
seating area,0.9804732178
friend rice,0.9802600064
rice bowl,0.9800481420
traditional chinese,0.9800000000
house special chicken,0.9797076023
chinese joint,0.9794957379
kj kitchen,0.9792900148
great service,0.9790102389
roast pork,0.9787858111
roasted duck,0.9787113826
chinese sausage,0.9786071720
fish sauce,0.9785726096
fried wontons,0.9783736955
chinese cultural center,0.9783736955
cashew chicken,0.9778734032
chili pepper,0.9775752660
big heng,0.9774079446
egg fu yung,0.9773895065
hunan chicken,0.9772810480
shabu shabu,0.9770436984
pot sticker,0.9770189662
crispy beef,0.9769991369
pepper beef,0.9769309483
snow pea,0.9767383667
golden gate,0.9767383667
chilean sea bass,0.9767383667
chen wok,0.9767383667
thinly sliced,0.9765076001
bean sprouts,0.9764092769
lettuce wraps,0.9762262176
great portions,0.9761295717
chinese spot,0.9760383670
chicken soup,0.9758594583
chin chin,0.9757617213
pad thai,0.9757486057
chinese buffets,0.9755341049
spicy chicken,0.9749722131
booming spot,0.9747967440
egg foo young,0.9747216215
curry chicken,0.9745724672
singapore noodles,0.9736621963
mapo tofu,0.9735762475
china gourmet,0.9735308035
main course,0.9732608654
china chili,0.9726020829
cake noodles,0.9724591895
crispy skin,0.9717225968
great taste,0.9709063882
multiple times,0.9703341857
almond chicken,0.9691715678
beef noodle soup,0.9690102389
asian food,0.9690102389
sweet potato,0.9689895009
fried pork,0.9686605569
highly recommended,0.9686314992
highly recommend,0.9686314992
decently priced,0.9686314992
speak chinese,0.9685866036
steamed chicken,0.9685375984
china jade,0.9683105638
rock cod,0.9682000165
pong pong,0.9680418048
pleasantly surprised,0.9679619213
won ton soup,0.9676466216
red chili,0.9675067385
years ago,0.9674079446
orient house,0.9674079446
noodle asia,0.9674079446
china magic noodle house,0.9668599994
ordered kung pao chicken,0.9668034361
vegetable soup,0.9667762024
tangerine beef,0.9666850147
lunch combo,0.9666575894
monterey park,0.9666077546
foo yung,0.9666077546
seafood soup,0.9664831757
walnut shrimp,0.9664181835
chow fun,0.9664181835
bbq pork,0.9664181835
water chestnuts,0.9664092769
crab rangoons,0.9660746113
tender beef,0.9659111671
happy hour,0.9650848502
spicy sauce,0.9649722131
crab ragoons,0.9647792944
egg noodle soup,0.9645887403
steamed fish,0.9643804276
portion sizes,0.9641870547
sweet sour pork,0.9635006112
crispy chicken,0.9631548559
chinese cooking,0.9631110712
honey walnut shrimp,0.9629456552
months ago,0.9622728095
west valley,0.9620278277
orange shrimp,0.9620273353
beef skewers,0.9618984418
hand pulled noodles,0.9618020145
asian cafe express,0.9609394762
chicken broth,0.9607469407
golden phoenix,0.9605638819
decent chinese food,0.9605555556
green valley,0.9602124821
white meat chicken,0.9600000000
general tso chicken,0.9590233546
authentic chinese,0.9590102389
lan zhou beef noodle soup,0.9587858111
flamingo palace,0.9586314992
generals chicken,0.9584814219
american chinese,0.9582533450
xiao long bao,0.9582000165
creme brulee,0.9581894024
house chicken,0.9580212183
health department,0.9579619213
wonton noodles,0.9576657269
lunch hour,0.9574612796
pork egg rolls,0.9573558343
hawaiian style,0.9567495135
general tso,0.9566473722
crab puffs,0.9564181835
spring mountain,0.9564092769
minute chicken,0.9562180505
string bean,0.9560746113
mini pot,0.9560599019
pea pods,0.9559641732
pu pu platter,0.9558201439
portion size,0.9557260938
thai tea,0.9554331301
free egg rolls,0.9549625216
fresh fruit,0.9547927428
salt pepper,0.9542026468
kung pow chicken,0.9540918477
shanghai club,0.9537419510
chinese joints,0.9535505121
spicy ying nan,0.9533868994
dark meat,0.9527520427
