great_prices,0.9997881356
fried_shrimp,0.9997881356
comfort_food,0.9994957379
chinese_cuisine,0.9992299904
chinese_food,0.9991304348
americanized_chinese_food,0.9990233546
chinese_american,0.9988114902
sweet_and_sour_sauce,0.9987309569
food_poisoning,0.9987309569
chinese_restaurants,0.9987178412
sesame_seeds,0.9987113826
milk_tea,0.9987113826
iced_tea,0.9987113826
language_barrier,0.9986776285
hong_kong,0.9986776285
bok_choy,0.9986776285
steamed_rice,0.9986236226
food_court,0.9985190925
miso_soup,0.9984814219
saving_grace,0.9984395332
pf_changs,0.9984395332
pork_belly,0.9984189850
chili_sauce,0.9983736955
panda_express,0.9983574453
brown_sauce,0.9982567964
caesars_palace,0.9982478888
chicken_wings,0.9982402293
fried_chicken,0.9982330827
string_beans,0.9982000165
spare_ribs,0.9982000165
noodle_soup,0.9981818067
shaved_ice,0.9980418048
fast_food,0.9980335935
gold_coast,0.9980203439
duck_sauce,0.9980136178
taco_bell,0.9979619213
sunday_brunch,0.9979619213
scallion_pancakes,0.9979619213
san_diego,0.9979619213
napa_cabbage,0.9979619213
moo_goo_gai_pan,0.9979619213
mandalay_bay,0.9979619213
grocery_store,0.9979619213
conveniently_located,0.9979619213
bean_curd,0.9979619213
bamboo_shoots,0.9979619213
xo_sauce,0.9978710398
hot_sauce,0.9978702709
rice_cake,0.9977990193
tap_water,0.9977931598
hoisin_sauce,0.9977523183
beef_brisket,0.9977523183
soy_sauce,0.9977216215
peking_duck,0.9977216215
sea_bass,0.9976878674
orange_sauce,0.9976584065
egg_noodles,0.9976584065
roast_duck,0.9976354895
lunch_combos,0.9976251270
green_onion,0.9974079446
desert_jade,0.9974079446
black_bean,0.9974079446
bell_peppers,0.9974079446
spring_roll,0.9973430919
monte_carlo,0.9973234618
soy_milk,0.9972934673
char_siu,0.9972817937
shark_fin,0.9972676112
general_chicken,0.9972512087
snow_peas,0.9972159787
los_angeles,0.9971437892
lao_ching_hing,0.9971437892
casa_grande,0.9971437892
san_francisco,0.9970853666
peanut_butter,0.9969659117
dim_sum,0.9969387669
brown_rice,0.9968812787
sticky_rice,0.9968496522
dipping_sauce,0.9967951467
hot_pot,0.9967449761
fortune_cookies,0.9967383667
credit_card,0.9967383667
queen_creek,0.9967277526
wanton_soup,0.9966850147
sun_prairie,0.9966077546
kung_pao_chicken,0.9965384615
gluten_free,0.9964897218
crab_rangoon,0.9964181835
rice_noodle,0.9964157255
stir_fry,0.9962977558
cream_cheese,0.9962393333
fortune_cookie,0.9962262176
stir_fried,0.9961973241
iron_chef,0.9961917181
egg_roll,0.9961434583
green_onions,0.9960746113
chop_chop,0.9960746113
chili_oil,0.9960746113
bay_area,0.9960746113
pf_chang,0.9959641732
credit_cards,0.9959641732
corn_starch,0.9959641732
light_rail,0.9958201439
chop_suey,0.9957617213
bell_pepper,0.9956637636
egg_noodle,0.9956431134
green_tea,0.9955074884
rice_noodles,0.9953643965
peanut_sauce,0.9953235320
las_vegas,0.9952652320
deep_fried,0.9952075630
ice_cream,0.9951857224
green_beans,0.9951857224
great_wall,0.9951234589
oyster_sauce,0.9949656344
fried_rice,0.9949595407
black_pepper,0.9948933247
fish_tanks,0.9948653221
white_rice,0.9948149806
date_night,0.9947736487
ice_water,0.9945538091
jade_palace,0.9945161445
shangri_la,0.9944659772
hot_sour_soup,0.9942670354
wor_wonton_soup,0.9938702675
yummy_yummy,0.9935220523
bitter_melon,0.9933842816
pork_ribs,0.9931784097
chow_mein,0.9925959613
red_bean,0.9925729244
green_bean,0.9922634034
asian_cuisine,0.9920541377
lazy_susan,0.9917156878
mu_shu_pork,0.9916363827
strip_mall,0.9905430098
sesame_oil,0.9904382060
fried_fish,0.9902600064
szechuan_chicken,0.9897881356
garlic_chicken,0.9897076023
honey_chicken,0.9894957379
red_peppers,0.9894240575
fish_tank,0.9891037215
orange_beef,0.9889597034
teriyaki_chicken,0.9888631642
cake_noodle,0.9887858111
standard_chinese,0.9887448314
chow_mien,0.9887113826
broccoli_beef,0.9886978656
fried_egg,0.9886260773
ground_pork,0.9884814219
beef_tenderloin,0.9884814219
white_sauce,0.9883456842
jasmine_tea,0.9882266588
green_pepper,0.9881839114
shopping_center,0.9879619213
lamb_skewers,0.9879371891
lemon_chicken,0.9878734032
beef_stew,0.9878710398
red_pepper,0.9875360514
main_courses,0.9874079446
lunch_special_menu,0.9872810480
fried_wonton,0.9872512087
china_gate,0.9869434268
east_coast,0.9867383667
preserved_egg,0.9866850147
cantonese_cuisine,0.9866130546
spring_rolls,0.9864181835
egg_foo_yung,0.9857822136
sunday_night,0.9857721835
hunan_beef,0.9857587431
clay_pot,0.9852652320
stir_fry_paradise,0.9850453890
spicy_beef,0.9849722131
pork_chop,0.9849656344
sesame_chicken,0.9848734032
pork_chops,0.9847216215
pepper_steak,0.9838523891
sushi_rolls,0.9837363456
dinner_combos,0.9827812049
green_onion_pancake,0.9825078619
sliced_pork,0.9821884323
lunch_rush,0.9821884323
beef_noodles,0.9818679124
golden_buddha,0.9816032316
pot_stickers,0.9810206217
cafe_noodle,0.9809292721
seating_area,0.9804732178
friend_rice,0.9802600064
rice_bowl,0.9800481420
traditional_chinese,0.9800000000
house_special_chicken,0.9797076023
chinese_joint,0.9794957379
kj_kitchen,0.9792900148
great_service,0.9790102389
roast_pork,0.9787858111
roasted_duck,0.9787113826
chinese_sausage,0.9786071720
fish_sauce,0.9785726096
fried_wontons,0.9783736955
chinese_cultural_center,0.9783736955
cashew_chicken,0.9778734032
chili_pepper,0.9775752660
big_heng,0.9774079446
egg_fu_yung,0.9773895065
hunan_chicken,0.9772810480
shabu_shabu,0.9770436984
pot_sticker,0.9770189662
crispy_beef,0.9769991369
pepper_beef,0.9769309483
snow_pea,0.9767383667
golden_gate,0.9767383667
chilean_sea_bass,0.9767383667
chen_wok,0.9767383667
thinly_sliced,0.9765076001
bean_sprouts,0.9764092769
lettuce_wraps,0.9762262176
great_portions,0.9761295717
chinese_spot,0.9760383670
chicken_soup,0.9758594583
chin_chin,0.9757617213
pad_thai,0.9757486057
chinese_buffets,0.9755341049
spicy_chicken,0.9749722131
booming_spot,0.9747967440
egg_foo_young,0.9747216215
curry_chicken,0.9745724672
singapore_noodles,0.9736621963
mapo_tofu,0.9735762475
china_gourmet,0.9735308035
main_course,0.9732608654
china_chili,0.9726020829
cake_noodles,0.9724591895
crispy_skin,0.9717225968
great_taste,0.9709063882
multiple_times,0.9703341857
almond_chicken,0.9691715678
beef_noodle_soup,0.9690102389
asian_food,0.9690102389
sweet_potato,0.9689895009
fried_pork,0.9686605569
highly_recommended,0.9686314992
highly_recommend,0.9686314992
decently_priced,0.9686314992
speak_chinese,0.9685866036
steamed_chicken,0.9685375984
china_jade,0.9683105638
rock_cod,0.9682000165
pong_pong,0.9680418048
pleasantly_surprised,0.9679619213
won_ton_soup,0.9676466216
years_ago,0.9674079446
orient_house,0.9674079446
noodle_asia,0.9674079446
china_magic_noodle_house,0.9668599994
vegetable_soup,0.9667762024
tangerine_beef,0.9666850147
lunch_combo,0.9666575894
monterey_park,0.9666077546
seafood_soup,0.9664831757
walnut_shrimp,0.9664181835
chow_fun,0.9664181835
bbq_pork,0.9664181835
water_chestnuts,0.9664092769
crab_rangoons,0.9660746113
tender_beef,0.9659111671
happy_hour,0.9650848502
spicy_sauce,0.9649722131
crab_ragoons,0.9647792944
egg_noodle_soup,0.9645887403
steamed_fish,0.9643804276
portion_sizes,0.9641870547
sweet_sour_pork,0.9635006112
crispy_chicken,0.9631548559
chinese_cooking,0.9631110712
honey_walnut_shrimp,0.9629456552
months_ago,0.9622728095
west_valley,0.9620278277
orange_shrimp,0.9620273353
beef_skewers,0.9618984418
hand_pulled_noodles,0.9618020145
asian_cafe_express,0.9609394762
chicken_broth,0.9607469407
golden_phoenix,0.9605638819
decent_chinese_food,0.9605555556
green_valley,0.9602124821
white_meat_chicken,0.9600000000
general_tso_chicken,0.9590233546
authentic_chinese,0.9590102389
lan_zhou_beef_noodle_soup,0.9587858111
flamingo_palace,0.9586314992
generals_chicken,0.9584814219
american_chinese,0.9582533450
xiao_long_bao,0.9582000165
creme_brulee,0.9581894024
house_chicken,0.9580212183
health_department,0.9579619213
wonton_noodles,0.9576657269
