xo sauce,0.995
white rice,0.995
white meat,0.995
sunday night,0.995
steamed dim sum platter,0.995
sesame oil,0.995
red peppers,0.995
perfectly seasoned,0.995
overly salty,0.995
noodle soup,0.995
ice water,0.995
hong kong style pan fried noodles,0.995
hand pulled noodle,0.995
green pepper,0.995
green bell peppers,0.995
fried wonton strips,0.995
cream cheese puffs,0.995
china gourmet,0.995
chili sauce,0.995
chili pepper,0.995
cantonese cuisine,0.995
brown sauce,0.995
brown rice,0.995
brown gravy,0.995
boba tea,0.995
zha jiang mein,0.993823529
wing lei,0.993823529
wild horse pass,0.993823529
walnut shrimp,0.993823529
stir fried,0.993823529
stand bys,0.993823529
spring rolls,0.993823529
spring roll,0.993823529
soy sauce,0.993823529
sing high's,0.993823529
shark's fin,0.993823529
sesame paste,0.993823529
scrambled egg,0.993823529
san fran,0.993823529
roast duck,0.993823529
pong pongs,0.993823529
planet hollywood,0.993823529
pizza hut,0.993823529
pipping hot,0.993823529
piping hot,0.993823529
peking duck,0.993823529
panda express,0.993823529
pak choi,0.993823529
oyster sauce,0.993823529
orange chicken,0.993823529
north phoenix,0.993823529
noodle asia's,0.993823529
noodle asia,0.993823529
money's worth,0.993823529
mai tais,0.993823529
lunch specials,0.993823529
luke warm,0.993823529
lazy susans,0.993823529
las vegas,0.993823529
lake mead,0.993823529
jimmy woos,0.993823529
jalape os,0.993823529
itty bitty,0.993823529
immaculately clean,0.993823529
hot pot,0.993823529
honey walnut shrimp,0.993823529
holy moly,0.993823529
happy hour,0.993823529
golden phoenix,0.993823529
evil jungle princess,0.993823529
egg rolls,0.993823529
egg roll,0.993823529
egg roles,0.993823529
egg foo young,0.993823529
dimly lit,0.993823529
deep fried,0.993823529
deal breaker,0.993823529
cream cheese ragoons,0.993823529
crab rangoons,0.993823529
crab rangoon,0.993823529
crab puffs,0.993823529
crab puff,0.993823529
cookie cutter,0.993823529
coca cola,0.993823529
choy sum,0.993823529
chow mien,0.993823529
chow mein,0.993823529
chow fun,0.993823529
chop stix,0.993823529
chit chat,0.993823529
china jade,0.993823529
china chili,0.993823529
cave creek,0.993823529
cashew nut chicken,0.993823529
black pepper,0.993823529
black beans,0.993823529
bbq pork,0.993823529
xiao long bao,0.992705108
won tons,0.992705108
won ton,0.992705108
strip mall,0.992705108
string beans,0.992705108
stir fry,0.992705108
spare ribs,0.992705108
snow peas,0.992705108
shopping center,0.992705108
sea bass,0.992705108
san francisco,0.992705108
pleasantly surprised,0.992705108
pf changs,0.992705108
pf chang's,0.992705108
pad thai,0.992705108
mu shu,0.992705108
moo shu,0.992705108
moo goo gai pan,0.992705108
lettuce wraps,0.992705108
language barrier,0.992705108
jade palace,0.992705108
ice cream,0.992705108
